"name","RAM"
"Cellecor Magic",
"Vernee X1","6RAM"
"ZTE Axon 9","4RAM"
"Octa Nero","2RAM"
"Nokia C6",
"Micromax Canvas Nitro 3 E455","2RAM"
"HTC M8 One 2","2RAM"
"Intex Staari 11","2RAM"
"Good One Lollipop",
"Gfive G9 Selfie",
"Geotel A1","1RAM"
"Detel D50",
"Doogee X6","1RAM"
"Gamma F1",
"Doogee T5S","2RAM"
"HiTech Pride 335 Roto Cam",
"HiTech Micra 100 Style",
"Kechao A7",
"Leagoo Elite 5","2RAM"
"Karbonn Kphone Mashaal",
"Innjoo Halo LTE","1RAM"
"Kechao S10","2RAM"
"Kara Mega 1","3RAM"
"Kechao K88",
"Innjoo X2","1RAM"
"Oukitel C5","2RAM"
"Micromax X726",
"Mafe Micra",
"M-Horse Butterfly 3","1RAM"
"Meizu MX7","6RAM"
"Lephone K5",
"Maxx FX7",
"Nuvo Note Pro NQ53","1RAM"
"Samsung E1500 Duos",
"Salora Bullet 2",
"SSKY K3 Amaze","2RAM"
"Spice Z203",
"Sony W350a",
"Tork T1",
"SUGAR C6","2RAM"
"Ui Phones Power 1",
"UHANS U300","4RAM"
"Usha Shriram NJ-2 Amaze",
"Umidigi S","4RAM"
"Umidigi C2","4RAM"
"Tork T3",
"Tork T27 Boom",
"Ulefone Power 2","4RAM"
"Xccess X493 Selfie",
"Wileyfox Swift 2X","3RAM"
"Vernee Apollo X","4RAM"
"Vedaee iNew U5","1RAM"
"Bluboo Edge","2RAM"
"ZTE Gigabit","3RAM"
"Bloom Flexi",
"Detel D120 Plus",
"Huawei Ascend GX1","1RAM"
"HTC One M8 Prime","3RAM"
"Huawei Nova 2S","4RAM"
"Easyfone Grand",
"Huawei G9 Lite","3RAM"
"Nokia X6 8GB",
"OKWU Yu Fly","2RAM"
"Sharp Android One S3","3RAM"
"Vivo X20 128GB","4RAM"
"Xiaomi Mi 4C 32GB","3RAM"
"ZTE Blade A520","2RAM"
"Blu Dash X","1RAM"
"Blackview R6","3RAM"
"Archos Diamond Alpha","4RAM"
"Alcatel One Touch Flash Plus","2RAM"
"Mafe Logan",
"Micromax X507",
"Celkon UniQ","3RAM"
"Jivi Prime 444","1RAM"
"Jivi N2244 Selfie",
"Mtech Atom Plus","2RAM"
"Lemon Lemo 211",
"Ziox Z10",
"Panasonic Eluga C","4RAM"
"Alcatel Idol 5","3RAM"
"Rocktel R3310",
"Gfive N9",
"Zen Admire Snap","2RAM"
"Good One G230",
"Xccess Bold Strong",
"Zen M72 Style",
"Jivi N444",
"Intex Gold",
"Intex IN-Fabio",
"Ziox Z13",
"Ziox Astra 4G","1RAM"
"Intex Elyt-E1","2RAM"
"Ziox Astra Nxt Plus","2RAM"
"Nubia N1 lite","2RAM"
"Mtech L10",
"Mtech G71",
"LG X400",
"Zen Admire Dragon","1RAM"
"Zen Atom 102",
"Ziox Trendy",
"Celkon C442",
"Lava A50","2RAM"
"Whitecherry Mi2 (4GB)","2RAM"
"Nokia N900","6RAM"
"Sony Xperia TX","1RAM"
"Samsung Galaxy S (16GB)","2RAM"
"Meizu Pro 6 Plus (128GB)","4RAM"
"Meizu M3X","3RAM"
"Intex Flip X4",
"Videocon V2EB1",
"Chilli B39",
"TCL 580","3RAM"
"Zopo Color E1","1RAM"
"Zopo Color C1","1RAM"
"Micromax Bolt Q326 Plus","1RAM"
"Karbonn Titanium 3D Plex","2RAM"
"Intex Aqua S7","3RAM"
"Acer Iconia Talk S","2RAM"
"Jivi JFP R21",
"Jivi N4530",
"ZSTONE X1","1RAM"
"Salora KT24 Plus",
"iKall K14",
"Mtech L4",
"HiTech HT-895 Youth",
"Sansui M24",
"Sharp Basio 2","2RAM"
"Salora KC12 Tiger",
"Lenovo Vibe A","2RAM"
"Intex Aqua Classic","1RAM"
"Videocon Krypton3 V50JG","2RAM"
"Asus Zenfone 3 Deluxe (ZS570KL)","4RAM"
"Lava A79","1RAM"
"Intex Aqua Joy","2RAM"
"Micromax X710",
"Intex Cloud Jewel","2RAM"
"Panasonic Toughpad FZ-F1","2RAM"
"Micromax Canvas Amaze 4G","1RAM"
"Blu Life Mark","2RAM"
"Lava Flair P3","2RAM"
"Asus Live G500TG","2RAM"
"iBall Andi 5.5H Weber","1RAM"
"HTC Desire 728G Dual SIM","5RAM"
"Micromax Bolt Q332","2RAM"
"Meizu PRO 5 4GB/64GB","4RAM"
"Meizu PRO 5 3GB/32GB","3RAM"
"Intex Aqua Glam","1RAM"
"Micromax Bolt S301","2RAM"
"Intex Aqua Dream II","1RAM"
"Karbonn S15","2RAM"
"Celkon Millennia 2GB Xpress","2RAM"
"ZTE Blade Qlux 4G","1RAM"
"A & K A10",
"LG G4c","1RAM"
"Lava Iris Alfa L","1RAM"
"Gionee Pioneer P4S","1RAM"
"Xolo Q700s Plus","1RAM"
"Micromax Canvas L A108","1RAM"
"Micromax Canvas Doodle 3 A102 (1GB/4GB)","1RAM"
"Micromax X096",
"Alcatel One Touch IDOL S","1RAM"
"Micromax Canvas Elanza 2","1RAM"
"Micromax Canvas Beat A114R","1RAM"
"Micromax Canvas Elanza A93","1RAM"
"Micromax Bolt A59","6RAM"
"Micromax Bolt A37B","6RAM"
"Xolo Q600","2RAM"
"LG Optimus L7 II Dual P715","8RAM"
"Nokia Lumia 820","1RAM"
"Kechao A31",
"Do M50",
"NocaFone Touch","1RAM"
"NocaFone Tag","1RAM"
"NocaFone Touch Pro","1RAM"
"Kechao A33",
"Forme Turbo 1",
"SSKY S20",
"MU Phone M230i",
"GreenBerry GB312",
"Forme L5 Super Mini","2RAM"
"Unifone J502 Grand",
"Unifone J100 Yuva",
"Cellecor C500",
"Inovu A1",
"Videocon Krypton V50FA","1RAM"
"Microsoft Lumia 940 XL","3RAM"
"Ui Phones Star",
"QFX S24",
"QFX K13",
"Intex Eco 102X",
"Coolpad Cool 2","4RAM"
"Lephone W7R","2RAM"
"BlackZone Neo",
"Nokia X6 32GB","8RAM"
"Micromax A111 Canvas Doodle","2RAM"
"Intex Aqua Lions T1 Lite VR","1RAM"
"Meizu V8","3RAM"
"HEEMAX M1",
"Geotel Note","3RAM"
"Detel D2",
"Doogee X7 Pro","2RAM"
"Doogee X60L","2RAM"
"Corbytel C-101 Slim",
"Doogee T5 Lite","2RAM"
"HiTech Micra 135 Force",
"Cubot Manito","3RAM"
"Innjoo Pro","3RAM"
"Innjoo i4","2RAM"
"Innjoo Halo 4 Mini LTE","1RAM"
"Innjoo Fire 4","2RAM"
"Kechao K16",
"Oukitel C8","2RAM"
"Relaxx Z14","1RAM"
"Lephone W12","1RAM"
"Mtech Power Pro",
"Mediacom PhonePad Duo G552","1RAM"
"Lemon Anmol 131",
"Sansui S71","2RAM"
"Oukitel U15 Pro","3RAM"
"Mozomaxx A5",
"Oukitel K7000","2RAM"
"SSKY K2",
"Tork T15 Prime",
"Sony Xperia Arc S","2RAM"
"ThL T9 Pro","2RAM"
"ThL T9 Plus","2RAM"
"ThL 5000T","1RAM"
"SUGAR F7","4RAM"
"SSKY S70",
"Ui Phones Connect 1",
"Uhappy UP350","2RAM"
"Usha Shriram B1",
"TYMES Y4DT","6RAM"
"TYMES Y1",
"Umidigi G","2RAM"
"Umidigi C Note 2","4RAM"
"Umi Diamond","3RAM"
"Vkworld S8","4RAM"
"Vkworld Mix","2RAM"
"Xccess X280",
"Whitecherry 116",
"Videocon Dost1 V1MA",
"Vernee M5","4RAM"
"Vedaee iNew U9","1RAM"
"Vedaee iNew U8W","1RAM"
"Vkworld Stone V3 Plus",
"Chilli A111",
"Black Bear B5 Bolt",
"Forme F9 Plus",
"Detel D3",
"Gionee S9T","4RAM"
"Gionee S10","6RAM"
"Haier I8","3RAM"
"Huawei GR5 2017 32GB","3RAM"
"Honor 6A 32GB","3RAM"
"LG G6 Mini","4RAM"
"Maxx EX2801",
"Mafe Blade",
"Nokia X3-02 Touch and Type",
"Meizu M6 Note 32GB","3RAM"
"Nokia 703","2RAM"
"Samsung Galaxy Grand 3","5RAM"
"Reach Allure Ultra Curve","1RAM"
"Sharp Aquos S2","6RAM"
"Sharp Aquos R Compact","3RAM"
"Salora Kiano",
"Trio V45DT","2RAM"
"Ziox Astra Nxt 4G","2RAM"
"Ziox Wave Lite",
"Blu Vivo XL","2RAM"
"Blackview BV9000 Pro","6RAM"
"Archos Diamond Alpha Plus","6RAM"
"Asus Zenfone Live 32GB","2RAM"
"Nokia 1209",
"iVOOMi i1s (Anniversary Edition)","3RAM"
"Asus ZenFone 5 (ZE620KL)","4RAM"
"Micromax X706","2RAM"
"InFocus M7s","3RAM"
"Zen Z28","2RAM"
"Rocktel R1280",
"Itel it5060",
"Mafe Pulse",
"Intex Eco Music",
"Mtech L55",
"Detel D110 Plus",
"Meizu M6 Note","4RAM"
"Meizu E2","3RAM"
"Reach Cogent Max",
"Ziox QUIQ Flash 4G","1RAM"
"Ziox Z38",
"Karbonn K150 Ultra",
"Reach Champ Plus",
"iBall CR2",
"Mtech Classy",
"Videocon Delite 21","2RAM"
"Meizu M5s","3RAM"
"Ziox Thunder Hero",
"Gionee Steel 2","3RAM"
"Karbonn K55 Star",
"Lenovo A360E","6RAM"
"Sony Xperia Ion LTE","1RAM"
"Videocon Ultra50","3RAM"
"Forme L6",
"Intex Aqua Strong 5.2","2RAM"
"Spice Xlife 410 3G","6RAM"
"Jivi X570",
"ZSTONE Z1","3RAM"
"Mtech G14 Plus",
"Sansui M12",
"iBall Swing 2.4L",
"Ziox Z 214i",
"Salora Njoy X E4","2RAM"
"Salora KT24 Plus Sport",
"Ringing Bells King",
"LG X5","2RAM"
"Micromax Unite 4","1RAM"
"Micromax Canvas Selfie 4","1RAM"
"MTS M2 Sport",
"Zopo Color S5.5","1RAM"
"Meizu M3 32GB","3RAM"
"Sansui X44",
"Videocon Infinium Z42 Nova","2RAM"
"ZTE Blade D2","1RAM"
"Intex Aqua Ace Mini","2RAM"
"Wickedleak Wammy Titan 5","3RAM"
"Karbonn KC110",
"Xolo Play T1000","1RAM"
"BlackBerry Torch 9800","2RAM"
"Mtech V4",
"Meizu M2 Note 32GB","2RAM"
"A & K Bar Phone A4",
"A & K C100",
"Micromax Bolt D320","2RAM"
"Alcatel One Touch Pop 2 4045D","1RAM"
"Alcatel One Touch Pop 2 4045O","1RAM"
"Alcatel One Touch Pop 2 4045A","1RAM"
"Alcatel One Touch Pop 2 4045X","1RAM"
"Intex Aqua Y2","1RAM"
"Intex Aqua Y2 IPS","2RAM"
"Intex Aqua Speed HD","2RAM"
"Intex Aqua Power Plus","2RAM"
"Lava KKT 14S",
"LG Leon","1RAM"
"Micromax X342",
"Spice Stellar 439","2RAM"
"Xolo Q520s","2RAM"
"LG F60 D392","1RAM"
"iBall Andi 5K Panther","1RAM"
"Celkon Millennia Epic Q550","1RAM"
"Lava KKT Prime",
"Intex Aqua Amaze","1RAM"
"Karbonn Titanium S19","1RAM"
"Karbonn Titanium Wind W4","2RAM"
"Nokia Lumia 735","1RAM"
"Spice Smart Flo Mettle 4X Mi-426","6RAM"
"Xolo Q1000 Opus","1RAM"
"Nokia 109","6RAM"
"Micromax Canvas 2 A110","2RAM"
"BlackBerry Curve 9320","2RAM"
"Karbonn KX27",
"Salora Coral",
"Do Mate 2","2RAM"
"F-Fook F22",
"SSKY S800",
"Celkon Millennia Q519 Plus","1RAM"
"Videocon Infinium Z40 Lite","6RAM"
"Black Bear B5 Grip",
"SSKY S50",
"Forme Duos N1",
"Forme A398i",
"Jivi Xtreme 3","1RAM"
"SSKY Y888","2RAM"
"iKall K44",
"Jivi X606 Plus",
"Alcatel 3L 2019","2RAM"
"Centric G5","3RAM"
"Unifone M301 Sleek",
"Cellecor C100",
"Inovu A1S",
"Inovu A9",
"Inovu A1i",
"ZTE Z986","2RAM"
"Nokia 5235 Comes With Music",
"Nokia 1203",
"Microsoft Lumia 940","3RAM"
"Cellecor Pure",
"TYMES Y331",
"Metromax A71",
"Metromax 3310B",
"OTHO OT188 Curve",
"Coolpad Cool Play 7C","3RAM"
"Gionee Steel 3","3RAM"
"Bloom Fashion 2",
"Bloom Rockstar",
"Zen X66",
"Nokia Asha 500 Dual SIM","4RAM"
"Nokia Normandy","2RAM"
"LG G Pro Lite Dual","1RAM"
"Karbonn K45 Plus Chota Jumbo",
"Karbonn A14 Plus","2RAM"
"Do M1","2RAM"
"Detel D6",
"E and L W7","1RAM"
"Doogee X53","1RAM"
"Gretel S55","1RAM"
"GreenBerry GB1282",
"GreenBerry G66","4RAM"
"Goodve GV11",
"Energy Sistem Neo Air","2RAM"
"Doogee Mix Lite","2RAM"
"Doopro P3","1RAM"
"Doogee Y6 Max","3RAM"
"Doogee X9 Pro","2RAM"
"HOMTOM HT37","2RAM"
"HOMTOM HT3","1RAM"
"Daps 6300S",
"Cubot Echo","2RAM"
"HOMTOM HT16 Pro","2RAM"
"Doogee X10","2RAM"
"Corbytel C-103 Style",
"Doogee T5","3RAM"
"HiTech Micra 125 Star",
"Cubot Note S","2RAM"
"Doogee Shoot 1","2RAM"
"HEEMAX M2",
"Kechao K113",
"Kechao A3",
"Karbonn K-Champ 6","2RAM"
"Jivi X570 Selfie",
"Karbonn K87",
"Innjoo Halo 4","1RAM"
"Karbonn K26",
"Ivvo Primo IV24872",
"Ivvo Beatz IV2401",
"Innjoo Fire Plus","2RAM"
"Kechao K9 Plus",
"Kara K18",
"Innjoo Fire 2 Air LTE","1RAM"
"Oukitel K4000 Pro","2RAM"
"Oukitel K4000 Plus","2RAM"
"MU Phone M5800",
"Reliance Lava CG142J",
"MU Phone M330",
"Relaxx Z13","1RAM"
"M-Horse One A9","2RAM"
"Meizu S6","3RAM"
"Lumigon T3","3RAM"
"Relaxx K Power",
"Megus Ultra",
"Lephone K1 2017","2RAM"
"Leagoo Z3C","2RAM"
"mPhone 280",
"Oukitel U18","4RAM"
"Mozomaxx E2",
"Salora Arya Z4","1RAM"
"SSKY Y777 Fire","1RAM"
"Detel D1 Hero",
"SSKY S100",
"SSKY N230 Power",
"Tork T12 Lite",
"Tork T12",
"ThL T9","1RAM"
"SSKY S800 Glow",
"SISWOO C50","1RAM"
"Ui Phones Selfie 2",
"UHANS V5","2RAM"
"TYMES V5","1RAM"
"Umidigi Crystal","2RAM"
"Tork T36",
"Umi Diamond X","2RAM"
"Tork T21 Lite",
"Vernee Thor E","3RAM"
"Vell-Com B11",
"Vedaee iNew U9 Plus","2RAM"
"Vkworld T5 SE","1RAM"
"Clout B318 Pearl",
"Callbar A2",
"Zen X35","2RAM"
"Zeal X4","2RAM"
"Blu Advance A5","1RAM"
"Bloom Selfie 2",
"Archos 55 Graphite","2RAM"
"AGM A7","2RAM"
"AGM A2","2RAM"
"Detel D1 Gold",
"Huawei Enjoy 8","3RAM"
"Huawei Ascend Mate 7","2RAM"
"Clout B120 Glam",
"Elephone A4","3RAM"
"Lava KKT Uno 2",
"Karbonn K22 Ultra",
"Kenxinda R6","2RAM"
"Karbonn A7 Turbo","2RAM"
"Meizu M8C","2RAM"
"BlackZone Uni",
"Reach Opulent 4G","2RAM"
"Rivo Phantom PZ35","2RAM"
"Ziox Wave Prime i",
"Ziox Tubelight",
"Blu Diva Flex",
"BlackZone Cool",
"Black Bear Style",
"Celkon Diamond U 4G 16GB","2RAM"
"Asus Zenfone Go ZB500KG","1RAM"
"Alcatel 3C","1RAM"
"Alcatel 1X","1RAM"
"Huawei 7A","2RAM"
"Mtech L30",
"Mafe Gold","2RAM"
"Lemon Lemo 210",
"Lava Spark Curvy Plus",
"Lava Captain 9s",
"Ziox Starz Flash",
"Celkon C310",
"Rocktel Selfie S4",
"Mtech Champ",
"Mtech G55","2RAM"
"Mtech L66","2RAM"
"Karbonn K5 Jumbo 2",
"Karbonn K880",
"Lemon Lemo 197",
"Celkon C9 Mega",
"Celkon Millennia Me Q54 Plus","1RAM"
"Celkon Swift 4G","1RAM"
"Mafe Pro Plus",
"Mtech G77",
"GreenBerry GB 310",
"Detel B310",
"Detel D120",
"Detel D200",
"Rocktel R10",
"Karbonn K9 Kavach 4G","1RAM"
"Reach Power 230",
"Mtech Eros","1RAM"
"Zen Admire Thrill Plus","1RAM"
"Rocktel R4",
"Zen Admire Swadesh","1RAM"
"Meizu M5c","2RAM"
"A & K A5",
"GreenBerry M3",
"Aiek M5","6RAM"
"Lava KKT Trio X",
"Chilli W03","2RAM"
"Xccess A101","2RAM"
"Xccess X499 Gem B",
"Karbonn K9 Boss",
"Celkon C344",
"Zen Atom 201",
"Intex Eco Sports Plus",
"Ziox Thunder Prime",
"Ziox Starz Victa",
"Ziox Z23",
"Lava ARC Lite FM",
"Lava KKT Quadra",
"Xccess X205",
"Intex Cool i4",
"Zen X40 RJ",
"Ziox Astra Zing Plus","2RAM"
"Micromax Flagship V400",
"Trio Aakash V T2424 Alpha",
"Trio T6",
"Whitecherry BL6000",
"Zen X49",
"Sansui Q40",
"Chilli B50",
"Intex Hero Plus",
"Videocon Graphite V45DD","1RAM"
"Videocon Graphite V45BD","1RAM"
"Meizu M3E","3RAM"
"Karbonn Fashion Eye 2.0","2RAM"
"Ringing Bells Boss",
"LYF Wind 1","1RAM"
"Whitecherry BL5000",
"Zopo Color C","1RAM"
"ZTE Blade L5 Plus","1RAM"
"Rage Regal",
"Zen X23",
"Archos Diamond 2 Note","3RAM"
"Intex Aqua Freedom","1RAM"
"Archos 50D Oxygen","2RAM"
"Obi Worldphone SJ1.5","1RAM"
"Intex Flash P1",
"Nokia 105 (2015)",
"Micromax Canvas Selfie 2 Q340","1RAM"
"Celkon C349",
"Champion X1 Star",
"A & K A1100","2RAM"
"Lenovo S60","2RAM"
"ZTE Grand S3","3RAM"
"Xolo Q510s","1RAM"
"Karbonn Titanium S4","1RAM"
"Karbonn Titanium S1 Plus","1RAM"
"Micromax Canvas Turbo A250","2RAM"
"Lava KKT 40",
"iBall Aasaan",
"Karbonn KX3",
"NocaFone Next","1RAM"
"Forme Turbo 2",
"Q-TEL Q1",
"Intex Aqua Speed HD 8GB","1RAM"
"Forme N73",
"Forme N79",
"Forme N78",
"Forme N71",
"Forme Duos N2","2RAM"
"HEEMAX H1",
"Centric A2","3RAM"
"Unifone J101 Shine",
"Inoyo i7",
"SSKY K77",
"Inovu A7",
"Seeken SG2","2RAM"
"Black Bear B6 Master","1RAM"
"Do M3",
"Intex Eco 107",
"Cellecor C2",
"Cellecor Sleek",
"Metromax 3301D",
"Honor V12","4RAM"
"Meizu M8 Lite","3RAM"
"Zen X45 Plus",
"Leevo L909",
"Leevo L900",
"Leevo L225",
"Doogee X50","1RAM"
"Haier V73",
"Hafury Umax","2RAM"
"Gretel GT6000","2RAM"
"Gretel A6","2RAM"
"GreenBerry G55","4RAM"
"Goodve X9",
"Goodve GV311",
"Exmart X3",
"Exmart E2",
"Exmart E1",
"Geotel G1","2RAM"
"Douzo Jumbo D23 Plus",
"Douzo Classy D281",
"Doopro P1 Pro","2RAM"
"Gamma X7","1RAM"
"Detel D4 Prime",
"Doogee Y6 C","2RAM"
"HOMTOM HT3 Pro","2RAM"
"HOMTOM HT37 Pro","3RAM"
"Darago 250 Diva Flip",
"Daps 9090bs",
"Daps 9060bs",
"HOMTOM HT26","1RAM"
"Gamma M5","2RAM"
"HOMTOM HT20","2RAM"
"Gamma C5",
"Gamma A1",
"Corbytel C104","2RAM"
"Doogee T6 Pro","3RAM"
"Cubot S550","2RAM"
"Corbytel C-100 Music",
"Fox Dhamaka",
"Doogee Shoot 2","2RAM"
"HiTech Amaze S5 4G","1RAM"
"Forme TV1",
"Kechao K105",
"Kechao A8",
"Leagoo M8 Pro","2RAM"
"Karbonn KC10",
"Jivi X750",
"Innjoo Max","1RAM"
"Jivi N3000 Plus Boombox",
"Innjoo Halo 3","1RAM"
"Innjoo Fire Pro","2RAM"
"Innjoo Fire 4 Plus","2RAM"
"Ivvo Beatz IV1818",
"Innjoo Fire 3 Air LTE","1RAM"
"Innjoo Fire 2 Pro LTE","1RAM"
"Intex Turbo Selfie 18",
"Kara K12",
"Mozomaxx A2",
"Oukitel C4","1RAM"
"Oukitel C3","1RAM"
"MU Phone M8600",
"MU Phone M8",
"MU Phone M300",
"MU Phone M280","2RAM"
"Relaxx T1",
"Meizu M8C Lite","1RAM"
"MU Phone M2",
"MU Phone M1000 Plus",
"Mtech Raga",
"Phonemax Mars X","1RAM"
"SICT F44",
"Oukitel U7 Max","1RAM"
"Scosmos Pi","2RAM"
"Mafe X1",
"Sansui X11",
"Oukitel U13","3RAM"
"Mozomaxx E1",
"Oukitel Mix 2","6RAM"
"Oukitel K5","2RAM"
"Salora Atom",
"Rocktel M23",
"Kechao K28 Plus",
"SSKY K3 Star",
"SSKY K3",
"Tork T18 Plus",
"Tork T11 Lite",
"Tork T10 Star",
"Tork T10 Plus",
"ThL T6C","1RAM"
"Tara T104",
"Tara T102 Plus",
"Takee 1","2RAM"
"Smart One S2",
"Uhappy UP720","2RAM"
"Vedaee iNew L3","2RAM"
"Wingfone B12",
"Wingfone B11",
"Wingfone B10",
"Videocon Zest V35FC","6RAM"
"Vkworld VK800X","1RAM"
"Vkworld T6","2RAM"
"Ziox Starz Hero",
"Yxtel M23","5RAM"
"Yuho H1","2RAM"
"Yuho H1","2RAM"
"Bloom DJ Grand",
"Blaupunkt IN1501",
"Forme D810",
"Clout A508 Magma",
"Gfive Neo",
"Karbonn K232",
"Karbonn Aura 4G","1RAM"
"Clout A312 Smash",
"Mafe Curve",
"CITYCALL X1",
"CITYCALL M27","4RAM"
"Meizu M6S","3RAM"
"LG X300","2RAM"
"BlackZone N1101",
"Spice Z102",
"Spice Boss Sleek 3 M-5611",
"Reach Allure Rise","2RAM"
"Salora KT24 Plus Vishaal",
"Rage Bold 3502","6RAM"
"Trio T50DT","1RAM"
"Zen Z8 Boom",
"Zen M87",
"Yxtel A6",
"ZTE Temp Go","1RAM"
"ZTE Blade V9","3RAM"
"ZTE Blade G Lux","2RAM"
"Ziox ZX306",
"Ziox Starz Shine",
"Blu Studio G Plus HD","1RAM"
"Blu R1 Plus 32GB","3RAM"
"Blu R1 Plus 16GB","2RAM"
"Blu Advance A5 Plus","2RAM"
"Blackview P2 Lite","3RAM"
"Blackview BV7000","2RAM"
"Blackview A9 Pro","2RAM"
"Allcall Rio","1RAM"
"AGM X1","4RAM"
"Chilli B36",
"Asus Zenfone 2 ZE551ML (2GB RAM, 16GB, 2.3Ghz)","2RAM"
"Lemon Lemo 207",
"Lemon Lemo 256",
"Mtech V14",
"Mtech G24",
"Invens Diamond D2","2RAM"
"Adcom J3R",
"Mido M12",
"Mtech G51",
"Zen Admire Unity","1RAM"
"Zopo Flash X1","2RAM"
"Lava KKT iPro",
"Mtech Snap",
"Whitecherry C2",
"Videocon Dost V1GC",
"A & K A8",
"Champion Y3 Dangal",
"Adcom Aqua 201",
"Zen Atom 202",
"Honor 6C","3RAM"
"Ziox S223",
"Intex Eco NC","5RAM"
"Mtech L33 Plus",
"Mtech G17",
"Xccess X493",
"Intex Turbo Selfie Plus",
"Hasee X60 TS","2RAM"
"Xccess X490",
"Spice Boss Marathon M-5366",
"Lemon B659",
"HTC Amaze 4G","1RAM"
"Chilli B51",
"Zen X55 Star",
"Zen Z14 Flaunt",
"MTS CG131",
"I-Smart IS 100L Selfie",
"Sansui Z41",
"Intex Power Pro",
"Intex Aqua Costa","2RAM"
"Intex Turbo Glow",
"Micromax X408",
"HTC One A9s","3RAM"
"Jivi N300",
"Jivi N201",
"Karbonn K51 Star",
"Adcom Thunder A400","6RAM"
"HiTech Yuva Y4",
"Sansui M2",
"Sansui R1",
"Salora KC12",
"Ziox ZI4300","2RAM"
"Micromax X715",
"HTC One S9","2RAM"
"Videocon V1515",
"Rage GC 240",
"Rage R 100",
"Celkon C35 Jumbo",
"Acer Liquid Zest","1RAM"
"Obi Worldphone MV1","1RAM"
"Archos Diamond Plus","2RAM"
"Vaio Phone Biz","3RAM"
"Intex Flip X2",
"Lemon B201i",
"Jivi JV X30",
"Karbonn S109","2RAM"
"Jivi X57",
"Adcom X4",
"Karbonn K1 Rock",
"Micromax X2411",
"Xolo Q700 Club","1RAM"
"Panasonic T40","1RAM"
"Wickedleak Wammy Neo Youth","1RAM"
"Lava Magnum X604","1RAM"
"Micromax A40 Bolt","2RAM"
"Karbonn KX26",
"Peace P8",
"NocaFone Connect","1RAM"
"SSKY S900",
"Nuvo Flash NF24",
"A & K A1200",
"Kechao K5",
"Sony W810i",
"Inovu A9i",
"Do M4",
"Metromax 108",
"SSKY K3 Plus",
"Leevo L252",
"Archos Access 57 4G","1RAM"
"Goodve X6",
"Energy Sistem Pro Jewel","2RAM"
"Gamma P100",
"HOMTOM HT7","1RAM"
"Detel D1400",
"Darago 301",
"Cubot X16 S","3RAM"
"Fox Tashan",
"HiTech Xplay 206n",
"Corbytel C-102 Prime","2RAM"
"Jivi S3",
"Ivvo Volt IV1802",
"iBall 2.4K Diamond2",
"Intex Eco 2400",
"Innjoo X3","2RAM"
"Kechao K332",
"Kechao K13",
"Mozomaxx A1",
"Microkey F11",
"Relaxx R3s",
"Reconnect 1801",
"Megus Lite",
"Maxx FX6",
"Maxx FX5",
"Siccoo C2 Plus",
"Maxx FX4",
"Maxx FX151",
"Lemon Anmol 285",
"Maxx FX105",
"Maxx EX846",
"mPhone 380",
"Maxx EX2407",
"Mozomaxx E6",
"Mozomaxx E6",
"Mafe Raga",
"Mozomaxx E3",
"Salora Volt 2",
"Tork T11",
"Tork T10 Prime",
"Snexian M6033",
"Ui Phones Power 1.1",
"UHANS S3","1RAM"
"Vkworld Stone V3 Max",
"Vkworld New Stone V3",
"Vkworld Crown V8","2RAM"
"Ulefone Metal Lite","1RAM"
"Tork T2",
"Viva V1 Dual SIM",
"Wingfone C2",
"Wingfone B3",
"Whitecherry Torch",
"Whitecherry Slim",
"Whitecherry Silky",
"Whitecherry G20",
"Color F9",
"Clout B338 Arrow",
"CITYCALL M222",
"Chilli N800",
"Zee Tech Zee 5",
"Bluboo Dual","2RAM"
"Zeal X5",
"Yxtel K1",
"Bloom Vento",
"Bloom DJ",
"BlackZone Polo Plus",
"BlackZone Jupiter Plus",
"Archos 50 Graphite","1RAM"
"AGM A8","3RAM"
"Detel D1 Boom",
"Clout B331 Urza",
"Detel D312",
"Elephone A1","1RAM"
"Edge E10",
"Lemon Selfie 401",
"Lemon Lemo 212",
"Lemon Lemo 208",
"Lemon B185",
"Lemon Anmol 1",
"Maxx FX3",
"Maxx FX160",
"Mafe Polo",
"Clout A136 Icon",
"Clout A130 Flame",
"Meizu M6 Note 16GB","3RAM"
"BlackZone Eco Plus",
"Salora Zing Plus",
"Ziox Astra Zing","2RAM"
"ZTE Blade V7 Plus","2RAM"
"Blu Studio M LTE","1RAM"
"Blu S1","2RAM"
"Blu Energy M","1RAM"
"Blu Dash X2","1RAM"
"Blackview P2","4RAM"
"Blackview A8 Max","2RAM"
"Allcall Bro","1RAM"
"Alcatel One Touch 2001",
"Alcatel A3 XL","1RAM"
"Aiek E1",
"Aiek C6",
"Xccess X208",
"Ziox Starz Rocker",
"Lemon Anmol 299",
"Mafe Omega Plus",
"Mafe Leo",
"Salora Zing",
"Xccess X492",
"Samsung Galaxy Feel","3RAM"
"Rocktel W9",
"Videocon Bazoomba V2DA",
"Videocon Dost 3 V1QA",
"Intex Aqua Supreme+","2RAM"
"Zen X56",
"Reach Allure Ultra","1RAM"
"Intex Mega G8",
"Intex Force ZX",
"Ziox Z7",
"MTS CG132",
"Jivi JFP 3270s",
"Reach Nuvo RZ601","2RAM"
"Huawei Honor 5","2RAM"
"Easyfone senior citizen friendly phone",
"QiKU F4","2RAM"
"Lemon B556 Agni 3",
"Mtech G14","2RAM"
"Intex Aqua Desire HD","1RAM"
"HTC Wildfire X 128GB","4RAM"
